text_akhir,polarity_score,polarity
difficult enter game must update settings update events loading long please fix,-1,negative
one games havent removed app years please fix sound settings playing story often bug characters voice doesnt come even though already downloaded good work keep,2,positive
event summer gw gk main lg phone cant play game ram gb v tunggu beli hp alhamdulillah kebeli hp play game kaslana mei theresa himeko im coming,7,positive
update says download data gb,-3,negative
account lost update please help,-4,negative
ai chan battle force close,-2,negative
aq dh dowload g masuk layar hitam xiaomi note pro,-7,negative
cant download new version please fix,-3,negative
please add male valkyrieheroand add pvp mode vs vs armada war fight armada,-13,negative
im support apk please subtitle full indonesian dont subtitle englishindonesian maybe apk bug,1,positive
need lot time grind item importanly love,-7,negative
oh god best game ever im hope meet cast voice actor one day,2,positive
cant touch blueberry blitz loli let touch,0,neutral
pliss la mihoyo limited gch jagan kasi ampas kasi dapet rank,-7,negative
gudtapi naikin chance dapet hero,2,positive
game good nice gameplay problem game fix bug lag crash please fix,2,positive
mantap bngt games desain karkteer uyu hee,9,positive
lamo nian loading nyo gilo,4,positive
cant log want play battlefield always disconnected want play hi,1,positive
game big consume storage make size consume mamy storage,3,positive
cant download data last update,-3,negative
aplikasi elek kd bs donwload trs,-4,negative
please work lag ram fan honkai impact please read,-6,negative
dear dev game good hope game better nice game,18,positive
min gini loading misi enchant dll aja,1,positive
males main game loading mulu,-1,negative
give star realese bunny skin,0,neutral
cute great game cant say word,10,positive
open world,-3,negative
make timido valkyrie please,-3,negative
loading banget neselin,1,positive
gacha mu ampas mass eq hov susah bet njer,-6,negative
ampas rate gacha kek tai,-8,negative
good job like,5,positive
good game cs team handling account problem,4,positive
nice game like hard find xtals lately,6,positive
nice game wish still like nd download,6,positive
please make another battlesuit olenyeva twin please add settings resolution,-6,negative
story force close,-2,negative
loding banet,0,neutral
new quantum singularis nuts,0,neutral
great game like next update hope event asia,3,positive
excellent need smaller size thank,5,positive
love characters honkai impact,2,positive
thats cool game like,4,positive
give event,0,neutral
uninstall thx,0,neutral
dont know need redownload asset,0,neutral
love u mihoyo,2,positive
game stuck checking loading setting fix,2,positive
lovely smooth kawai,0,neutral
u joke day login get reward,0,neutral
amazing game grafik gameplay good,7,positive
nice game keep,6,positive
cant download resources file please fix,-3,negative
gg game ajib benerr,2,positive
give hor,0,neutral
best mobile game ever ive ever play,2,positive
one top rated anime games,5,positive
much lag,0,neutral
touch loli,0,neutral
wellits good,5,positive
nice game serasa main game nonton anime,8,positive
happy birthday happy nd anniversary,14,positive
kiana ladur mz,0,neutral
good mihoyo,5,positive
mn msi,0,neutral
great game like,5,positive
feel good,5,positive
love sad thing gacha murder,-2,negative
waifu kawaii,0,neutral
nice graphics control great,7,positive
happy anniversary hi,6,positive
game favorit,2,positive
good game,7,positive
exciting times game thank,6,positive
god kiana min,0,neutral
grafik keren like game,2,positive
bug tuh event hallowen,0,neutral
problem resolved thank helping,0,neutral
mantap,5,positive
mantapp loorrrr,0,neutral
great game,5,positive
sangt memuaskan like like like,0,neutral
terima kasih developer,3,positive
im interested game,2,positive
yeah play game,2,positive
best game android ever,2,positive
beautifull game,2,positive
update terooooos,0,neutral
okeh,0,neutral
nice,4,positive
bagus,-2,negative
good,5,positive
hebat,0,neutral
goodd,0,neutral
ok,4,positive
mantul,0,neutral
mantap,5,positive
enakprmani,0,neutral
keren,0,neutral
guddddddd,0,neutral
mom,0,neutral
ok,4,positive
good,5,positive
nice good cool perfect,11,positive
star great masterpiece,3,positive
want seele darkkk twt,0,neutral
rita character tee dabes,0,neutral
best game story far,2,positive
old captain must struggle,0,neutral
teach otaku save world,0,neutral
pls release kallen costume,-3,negative
google play,0,neutral
lumayan enak,0,neutral
big size,1,positive
gg,0,neutral
good job,5,positive
sugoi nee,0,neutral
nice game,6,positive
like dah,-3,negative
nice update,4,positive
good game,7,positive
ok bangett,2,positive
mayan,0,neutral
great game,5,positive
nice game,6,positive
good game,7,positive
good,5,positive
keren game,2,positive
nice,4,positive
lumayann,0,neutral
good game,7,positive
bagus banget,-1,negative
awesome game,2,positive
nice,4,positive
kereen,0,neutral
game,2,positive
game asuuu,2,positive
loading,0,neutral
game taikkk,2,positive
terima kasih,3,positive
nice gamei like game,6,positive
menarik,0,neutral
wibu save world,0,neutral
yae sakuranya kawaii,0,neutral
verry good game,7,positive
muaskan,0,neutral
gravik hd matapp,0,neutral
best game rpg,2,positive
best game forever,2,positive
nice game bro,6,positive
nice game,6,positive
best game ever,2,positive
game anime terbaik,7,positive
best mmorpg game,2,positive
loved much,0,neutral
loved,0,neutral
gilakkk,0,neutral
ampas,-3,negative
jelek,-5,negative
doyo,0,neutral
lambat,1,positive
got,-3,negative
mantap,5,positive
sukak,0,neutral
wow,0,neutral
fresh,-2,negative
keren,0,neutral
yahood,0,neutral
ok,4,positive
mantul,0,neutral
goodgamess,0,neutral
nice,4,positive
nice,4,positive
bagus,-2,negative
mantappu,0,neutral
good,5,positive
wew,0,neutral
sugoii,0,neutral
mantep,0,neutral
nice,4,positive
good,5,positive
mantul,0,neutral
mantap,5,positive
good,5,positive
suka,2,positive
kerenloh,0,neutral
keren,0,neutral
kawaiiiiii,0,neutral
nice,4,positive
ok,4,positive
mantap,5,positive
nice,4,positive
hebat,0,neutral
keren,0,neutral
ok,4,positive
good,5,positive
banzi,0,neutral
mantul,0,neutral
oke,2,positive
mantap,5,positive
favorite,4,positive
nice,4,positive
nice,4,positive
nice,4,positive
nice,4,positive
ok,4,positive
good,5,positive
best,0,neutral
mantul,0,neutral
mantul,0,neutral
baguss,0,neutral
nice,4,positive
good,5,positive
mantap,5,positive
nice,4,positive
nice,4,positive
good,5,positive
mamtap,0,neutral
baguss,0,neutral
ok,4,positive
sedapppp,0,neutral
good,5,positive
nice,4,positive
mantul,0,neutral
masterpiece,0,neutral
nicenicenicenice,0,neutral
mantap,5,positive
sempurna,0,neutral
keren,0,neutral
siip,0,neutral
mantul,0,neutral
beutifulllllllllllll,0,neutral
mantap mantap,10,positive
mantul,0,neutral
nice,4,positive
good,5,positive
nice,4,positive
good,5,positive
ok,4,positive
bagus,-2,negative
nice,4,positive
ok,4,positive
gitu,0,neutral
good,5,positive
great,3,positive
muantaap,0,neutral
bagus,-2,negative
good,5,positive
keren,0,neutral
asik,4,positive
god,0,neutral
nice,4,positive
nais,0,neutral
wow,0,neutral
wawww,0,neutral
nice,4,positive
mantap,5,positive
ntap,0,neutral
wibu,0,neutral
keren,0,neutral
ok,4,positive
wow,0,neutral
nice,4,positive
asiaap,0,neutral
wow,0,neutral
memuaskan,0,neutral
kakkoi,0,neutral
nice,4,positive
epic,0,neutral
mantap,5,positive
niceeee,0,neutral
mantap,5,positive
sip,0,neutral
keren,0,neutral
zeeeb,0,neutral
mantap,5,positive
mantap,5,positive
gooood,0,neutral
mantap,5,positive
mantul,0,neutral
asik,4,positive
good,5,positive
suka,2,positive
bagus,-2,negative
good,5,positive
mantap,5,positive
puas,3,positive
good,5,positive
good,5,positive
goof,0,neutral
okehh,0,neutral
mantap,5,positive
jos,0,neutral
cool,2,positive
mantap,5,positive
mantafff,0,neutral
cool,2,positive
ok,4,positive
nice,4,positive
zembat,0,neutral
tul,0,neutral
mantul,0,neutral
good,5,positive
jooos,0,neutral
excellent,0,neutral
nice,4,positive
nice,4,positive
kerenn,0,neutral
toy,0,neutral
great,3,positive
top,5,positive
ok,4,positive
uyeee,0,neutral
ijjjj,0,neutral
gud,0,neutral
bagus,-2,negative
keren,0,neutral
keren,0,neutral
good,5,positive
sugoi,0,neutral
best,0,neutral
nice,4,positive
ok,4,positive
bagus,-2,negative
grafiknya,0,neutral
mantul,0,neutral
debest,0,neutral
bagus,-2,negative
okee,0,neutral
mantap gan,5,positive
nice game,6,positive
good game,7,positive
love game,4,positive
gud,0,neutral
gem seru,0,neutral
iki klmochi,0,neutral
good,5,positive
goob marsogood,0,neutral
suka,2,positive
mantap slur,5,positive
nice game,6,positive
gacha terosss,0,neutral
gama favorite,4,positive
sistem gacha,-4,negative
nice game,6,positive
good game,7,positive
best game,2,positive
gud game,2,positive
mantaavvv seru,0,neutral
best keun,0,neutral
like,0,neutral
game mantap,7,positive
bagus bangettttt,-2,negative
nice game,6,positive
suka banget,3,positive
santuy rpg,0,neutral
keren kali,0,neutral
good game,7,positive
good game,7,positive
number uno,0,neutral
yuri abissss,0,neutral
spin,0,neutral
loli justice,0,neutral
good game,7,positive
good game,7,positive
good job,5,positive
game rame,2,positive
mantap jiwa,5,positive
love game,4,positive
nice game,6,positive
mantap dah,2,positive
game bagus,0,neutral
guud work,0,neutral
sy suka,2,positive
nice game,6,positive
best game,2,positive
game mantap,7,positive
sok kabeh,-2,negative
bagus banget,-1,negative
coment,0,neutral
thebast game,2,positive
like,0,neutral
mantap asu,5,positive
good game,7,positive
gud game,2,positive
game recommend,2,positive
mihoyo nice,4,positive
game keren,2,positive
good game,7,positive
nice game,6,positive
good game,7,positive
waifu,0,neutral
nice game,6,positive
good game,7,positive
nice game,6,positive
good game,7,positive
love game,4,positive
nice games,4,positive
good game,7,positive
nice game,6,positive
jos,0,neutral
good game,7,positive
suka,2,positive
nice,4,positive
good game,7,positive
game bagus,0,neutral
love game,4,positive
mantap lur,5,positive
good jobb,5,positive
epic game,2,positive
good game,7,positive
game ampas,-1,negative
top banget,6,positive
lma loadingny,0,neutral
ok cool,6,positive
good game,7,positive
mantap slurr,5,positive
good game,7,positive
le ugla,0,neutral
muantep deh,0,neutral
sangar anjir,-2,negative
artujc,0,neutral
suteki,0,neutral
stop playing game update big update almost everyday either bug event every updating game game force watch looping boring scene change app downloading stoped stupid really really stupid,6,positive
はちゃんだいすきわがしおおみゆメディカルフィギュとの戦いアスナコントフォしかし誰かがアッラーよって与えられたクレジットカードを持っているクレジットカードを持っているならばそれは情報にまとめられましたイン,0,neutral
good addictive gamegood story voice actors japan china problem make shooting plane less laggy im using oppo still lag even lowest setting still smooth,1,positive
may remind mobile game please make smooth neverending update setting lag crash force close game really heavy got wait hours update setting still updating use maxpro ram gb gb external memory cant even finish update setting reall,-8,negative
since responded game accescible let see several days ahead hope stabilized right note changed reset anything,2,positive
update game always crash every time use ulti god kiana please fix,-5,negative
update become lot bugs got force close hang match use gb ram,-10,negative
astaga ni geme dah ngak donlowot hahah sape b,-4,negative
tolong yg update jgn salahin dev klo gk login karna msih maintenance dri jm sd,1,positive
